ID_ALQUILER,DIA_ALQUILER,AÑO_RENTA,MES_RENTA,CUATRI_RENTA,TITULO_PELICULA,DESCRIPCION,AÑO,LENGUAJE,LENGUAJE_ORIGINAL,TIEMPO_RENTA,CLASIFICACION,DIRECCION,CITY,CODIGO_POSTAL,TELEFONO,NOMBRE_APELLIDO_CLIENTE,EMAIL_CLIENTE,"NOMBRE Y APELLIDO PERSONAL",EMAIL_PERSONAL,USERNAME,DIA_DEVOLUCION,MONTO,FECHA_PAGO,"ULTIMA ACTUALIZACION"
553,2005-05-28,2005,5,2,"EYES DRIVING","A Thrilling Story of a Cat And a Waitress who must Fight a Explorer in The Outback",2006,English,NULL,4,PG-13,"47 MySakila Drive",Lethbridge,89668,506134035434,"JUNE CARROLL",JUNE.CARROLL@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-02,3.99,2005-05-28,2006-02-15
554,2005-05-28,2005,5,2,"HOLY TADPOLE","A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory",2006,English,NULL,6,R,"28 MySQL Boulevard",Woodridge,26385,96846695220,"RANDY GAITHER",RANDY.GAITHER@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-31,0.99,2005-05-28,2006-02-15
555,2005-05-28,2005,5,2,"WASH HEAVENLY","A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China",2006,English,NULL,7,R,"47 MySakila Drive",Lethbridge,57807,499352017190,"DORIS REED",DORIS.REED@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-30,4.99,2005-05-28,2006-02-15
556,2005-05-28,2005,5,2,"HAMLET WISDOM","A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback",2006,English,NULL,7,R,"47 MySakila Drive",Lethbridge,37551,161968374323,"LAURA RODRIGUEZ",LAURA.RODRIGUEZ@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-06,4.99,2005-05-28,2006-02-15
557,2005-05-28,2005,5,2,"ARABIA DOGMA","A Touching Epistle of a Madman And a Mad Cow who must Defeat a Student in Nigeria",2006,English,NULL,6,NC-17,"28 MySQL Boulevard",Woodridge,88306,237368926031,"MARCUS HIDALGO",MARCUS.HIDALGO@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-03,0.99,2005-05-28,2006-02-15
558,2005-05-28,2005,5,2,"TRAINSPOTTING STRANGERS","A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan",2006,English,NULL,7,PG-13,"47 MySakila Drive",Lethbridge,48570,240776414296,"LEROY BUSTAMANTE",LEROY.BUSTAMANTE@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-06,6.99,2005-05-28,2006-02-15
559,2005-05-28,2005,5,2,"EDGE KISSING","A Beautiful Yarn of a Composer And a Mad Cow who must Redeem a Mad Scientist in A Jet Boat",2006,English,NULL,5,NC-17,"47 MySakila Drive",Lethbridge,86587,867287719310,"SIDNEY BURLESON",SIDNEY.BURLESON@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-05,7.99,2005-05-28,2006-02-15
560,2005-05-28,2005,5,2,"CHEAPER CLYDE","A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan",2006,English,NULL,6,G,"47 MySakila Drive",Lethbridge,84461,164414772677,"DARRELL POWER",DARRELL.POWER@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-04,1.99,2005-05-28,2006-02-15
561,2005-05-28,2005,5,2,"DANCING FEVER","A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank",2006,English,NULL,6,G,"47 MySakila Drive",Lethbridge,9223,918711376618,"JANE BENNETT",JANE.BENNETT@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-05,2.99,2005-05-28,2006-02-15
562,2005-05-28,2005,5,2,"ROOTS REMEMBER","A Brilliant Drama of a Mad Cow And a Hunter who must Escape a Hunter in Berlin",2006,English,NULL,4,PG-13,"28 MySQL Boulevard",Woodridge,49708,709935135487,"CRYSTAL FORD",CRYSTAL.FORD@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,1.99,2005-05-28,2006-02-15
563,2005-05-28,2005,5,2,"ALAMO VIDEOTAPE","A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention",2006,English,NULL,6,G,"47 MySakila Drive",Lethbridge,78543,168884817145,"GARY COY",GARY.COY@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-06,3.99,2005-05-28,2006-02-15
564,2005-05-28,2005,5,2,"PACKER MADIGAN","A Epic Display of a Sumo Wrestler And a Forensic Psychologist who must Build a Woman in An Abandoned Amusement Park",2006,English,NULL,3,PG-13,"28 MySQL Boulevard",Woodridge,8160,62781725285,"JENNY CASTRO",JENNY.CASTRO@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-29,0.99,2005-05-28,2006-02-15
565,2005-05-28,2005,5,2,"FOOL MOCKINGBIRD","A Lacklusture Tale of a Crocodile And a Composer who must Defeat a Madman in A U-Boat",2006,English,NULL,3,PG,"47 MySakila Drive",Lethbridge,33768,957128697225,"BOBBIE CRAIG",BOBBIE.CRAIG@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-01,5.99,2005-05-28,2006-02-15
566,2005-05-28,2005,5,2,"VIRGIN DAISY","A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank",2006,English,NULL,6,PG-13,"28 MySQL Boulevard",Woodridge,32474,134673576619,"TERRY CARLSON",TERRY.CARLSON@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-05,6.99,2005-05-28,2006-02-15
567,2005-05-28,2005,5,2,"REUNION WITCHES","A Unbelieveable Documentary of a Database Administrator And a Frisbee who must Redeem a Mad Scientist in A Baloon Factory",2006,English,NULL,3,R,"47 MySakila Drive",Lethbridge,43310,302590383819,"VIVIAN RUIZ",VIVIAN.RUIZ@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-01,1.99,2005-05-28,2006-02-15
568,2005-05-28,2005,5,2,"JERICHO MULAN","A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat",2006,English,NULL,3,NC-17,"47 MySakila Drive",Lethbridge,41778,904253967161,"GAIL KNIGHT",GAIL.KNIGHT@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-31,2.99,2005-05-28,2006-02-15
569,2005-05-28,2005,5,2,"WORKING MICROCOSMOS","A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China",2006,English,NULL,4,R,"28 MySQL Boulevard",Woodridge,39072,347487831378,"GLORIA COOK",GLORIA.COOK@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-03,6.99,2005-05-28,2006-02-15
570,2005-05-28,2005,5,2,"DRACULA CRYSTAL","A Thrilling Reflection of a Feminist And a Cat who must Find a Frisbee in An Abandoned Fun House",2006,English,NULL,7,G,"47 MySakila Drive",Lethbridge,34418,892775750063,"MICHELLE CLARK",MICHELLE.CLARK@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-30,0.99,2005-05-28,2006-02-15
571,2005-05-28,2005,5,2,"UNFORGIVEN ZOOLANDER","A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory",2006,English,NULL,7,PG,"47 MySakila Drive",Lethbridge,32347,448876499197,"ELMER NOE",ELMER.NOE@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-05,1.99,2005-05-28,2006-02-15
572,2005-05-28,2005,5,2,"HELLFIGHTERS SIERRA","A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia",2006,English,NULL,3,PG,"47 MySakila Drive",Lethbridge,52368,647899404952,"JERRY JORDON",JERRY.JORDON@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-02,4.99,2005-05-28,2006-02-15
573,2005-05-28,2005,5,2,"TALENTED HOMICIDE","A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat",2006,English,NULL,6,PG,"28 MySQL Boulevard",Woodridge,35200,28303384290,"MARY SMITH",MARY.SMITH@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-03,0.99,2005-05-28,2006-02-15
574,2005-05-28,2005,5,2,"STORM HAPPINESS","A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank",2006,English,NULL,6,NC-17,"47 MySakila Drive",Lethbridge,98889,896314772871,"IRENE PRICE",IRENE.PRICE@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-04,1.99,2005-05-28,2006-02-15
575,2005-05-28,2005,5,2,"WIFE TURN","A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan",2006,English,NULL,3,NC-17,"47 MySakila Drive",Lethbridge,60562,581174211853,"APRIL BURNS",APRIL.BURNS@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-05,9.99,2005-05-28,2006-02-15
576,2005-05-28,2005,5,2,"HAWK CHILL","A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia",2006,English,NULL,5,PG-13,"47 MySakila Drive",Lethbridge,17381,338758048786,"MARION OCAMPO",MARION.OCAMPO@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-04,2.99,2005-05-28,2006-02-15
577,2005-05-28,2005,5,2,"BLUES INSTINCT","A Insightful Documentary of a Boat And a Composer who must Meet a Forensic Psychologist in An Abandoned Fun House",2006,English,NULL,5,G,"47 MySakila Drive",Lethbridge,18743,860452626434,"JENNIFER DAVIS",JENNIFER.DAVIS@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-01,2.99,2005-05-28,2006-02-15
578,2005-05-28,2005,5,2,"OTHERS SOUP","A Lacklusture Documentary of a Mad Cow And a Madman who must Sink a Moose in The Gulf of Mexico",2006,English,NULL,7,PG,"28 MySQL Boulevard",Woodridge,6802,493008546874,"AUDREY RAY",AUDREY.RAY@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,2.99,2005-05-28,2006-02-15
579,2005-05-28,2005,5,2,"SATISFACTION CONFIDENTIAL","A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China",2006,English,NULL,3,G,"47 MySakila Drive",Lethbridge,67497,72136330362,"ANA BRADLEY",ANA.BRADLEY@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-02,6.99,2005-05-28,2006-02-15
580,2005-05-28,2005,5,2,"SCISSORHANDS SLUMS","A Awe-Inspiring Drama of a Girl And a Technical Writer who must Meet a Feminist in The Canadian Rockies",2006,English,NULL,5,G,"28 MySQL Boulevard",Woodridge,81766,407752414682,"DONNA THOMPSON",DONNA.THOMPSON@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-01,2.99,2005-05-28,2006-02-15
581,2005-05-28,2005,5,2,"FANTASY TROOPERS","A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention",2006,English,NULL,6,PG-13,"47 MySakila Drive",Lethbridge,74750,760171523969,"HOLLY FOX",HOLLY.FOX@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-04,1.99,2005-05-28,2006-02-15
582,2005-05-28,2005,5,2,"ZORRO ARK","A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery",2006,English,NULL,3,NC-17,"28 MySQL Boulevard",Woodridge,1545,768481779568,"ELSIE KELLEY",ELSIE.KELLEY@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-29,4.99,2005-05-28,2006-02-15
583,2005-05-28,2005,5,2,"MODEL FISH","A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia",2006,English,NULL,4,NC-17,"28 MySQL Boulevard",Woodridge,33535,619966287415,"TODD TAN",TODD.TAN@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-04,7.99,2005-05-28,2006-02-15
584,2005-05-28,2005,5,2,"HANOVER GALAXY","A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention",2006,English,NULL,5,NC-17,"28 MySQL Boulevard",Woodridge,59025,107137400143,"JUDY GRAY",JUDY.GRAY@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-01,4.99,2005-05-28,2006-02-15
585,2005-05-28,2005,5,2,"SEATTLE EXPECATIONS","A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert",2006,English,NULL,4,PG-13,"47 MySakila Drive",Lethbridge,19489,17305839123,"SAM MCDUFFIE",SAM.MCDUFFIE@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-03,6.99,2005-05-28,2006-02-15
586,2005-05-28,2005,5,2,"CURTAIN VIDEOTAPE","A Boring Reflection of a Dentist And a Mad Cow who must Chase a Secret Agent in A Shark Tank",2006,English,NULL,7,PG-13,"47 MySakila Drive",Lethbridge,9223,918711376618,"JANE BENNETT",JANE.BENNETT@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-29,0.99,2005-05-28,2006-02-15
587,2005-05-28,2005,5,2,"FEUD FROGMEN","A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies",2006,English,NULL,6,R,"28 MySQL Boulevard",Woodridge,70385,333489324603,"JUDITH COX",JUDITH.COX@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-30,0.99,2005-05-28,2006-02-15
588,2005-05-28,2005,5,2,"AMADEUS HOLY","A Emotional Display of a Pioneer And a Technical Writer who must Battle a Man in A Baloon",2006,English,NULL,6,PG,"47 MySakila Drive",Lethbridge,75543,846225459260,"JULIA FLORES",JULIA.FLORES@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-29,0.99,2005-05-28,2006-02-15
589,2005-05-28,2005,5,2,"UNBREAKABLE KARATE","A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia",2006,English,NULL,3,G,"47 MySakila Drive",Lethbridge,9668,983259819766,"THOMAS GRIGSBY",THOMAS.GRIGSBY@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-03,3.99,2005-05-28,2006-02-15
590,2005-05-28,2005,5,2,"BUGSY SONG","A Awe-Inspiring Character Study of a Secret Agent And a Boat who must Find a Squirrel in The First Manned Space Station",2006,English,NULL,4,G,"28 MySQL Boulevard",Woodridge,22173,209342540247,"WARREN SHERROD",WARREN.SHERROD@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,3.99,2005-05-28,2006-02-15
591,2005-05-28,2005,5,2,"BLUES INSTINCT","A Insightful Documentary of a Boat And a Composer who must Meet a Forensic Psychologist in An Abandoned Fun House",2006,English,NULL,5,G,"28 MySQL Boulevard",Woodridge,72192,272572357893,"RUTH MARTINEZ",RUTH.MARTINEZ@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-29,2.99,2005-05-28,2006-02-15
592,2005-05-28,2005,5,2,"CHASING FIGHT","A Astounding Saga of a Technical Writer And a Butler who must Battle a Butler in A Shark Tank",2006,English,NULL,7,PG,"47 MySakila Drive",Lethbridge,27722,569868543137,"VIOLA HANSON",VIOLA.HANSON@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-29,4.99,2005-05-28,2006-02-15
593,2005-05-28,2005,5,2,"HALLOWEEN NUTS","A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat",2006,English,NULL,6,PG-13,"47 MySakila Drive",Lethbridge,54308,949312333307,"SANDRA MARTIN",SANDRA.MARTIN@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-30,2.99,2005-05-28,2006-02-15
594,2005-05-28,2005,5,2,"MURDER ANTITRUST","A Brilliant Yarn of a Car And a Database Administrator who must Escape a Boy in A MySQL Convention",2006,English,NULL,6,PG,"47 MySakila Drive",Lethbridge,69953,488600270038,"TED BREAUX",TED.BREAUX@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-30,2.99,2005-05-28,2006-02-15
595,2005-05-28,2005,5,2,"CELEBRITY HORN","A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank",2006,English,NULL,7,PG-13,"47 MySakila Drive",Lethbridge,38834,967274728547,"SHELLY WATTS",SHELLY.WATTS@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-05,1.99,2005-05-28,2006-02-15
596,2005-05-28,2005,5,2,"CONQUERER NUTS","A Taut Drama of a Mad Scientist And a Man who must Escape a Pioneer in An Abandoned Mine Shaft",2006,English,NULL,4,G,"47 MySakila Drive",Lethbridge,22474,154124128457,"TRACY HERRMANN",TRACY.HERRMANN@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-29,4.99,2005-05-28,2006-02-15
597,2005-05-28,2005,5,2,"WIND PHANTOM","A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft",2006,English,NULL,6,R,"28 MySQL Boulevard",Woodridge,38140,56257502250,"DORA MEDINA",DORA.MEDINA@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-06,3.99,2005-05-28,2006-02-15
598,2005-05-28,2005,5,2,"CELEBRITY HORN","A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank",2006,English,NULL,7,PG-13,"28 MySQL Boulevard",Woodridge,81037,931059836497,"JILL HAWKINS",JILL.HAWKINS@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-03,0.99,2005-05-28,2006-02-15
599,2005-05-28,2005,5,2,"TOURIST PELICAN","A Boring Story of a Butler And a Astronaut who must Outrace a Pioneer in Australia",2006,English,NULL,4,PG-13,"28 MySQL Boulevard",Woodridge,8816,737229003916,"PHILIP CAUSEY",PHILIP.CAUSEY@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-01,4.99,2005-05-28,2006-02-15
600,2005-05-28,2005,5,2,"FURY MURDER","A Lacklusture Reflection of a Boat And a Forensic Psychologist who must Fight a Waitress in A Monastery",2006,English,NULL,3,PG-13,"47 MySakila Drive",Lethbridge,1195,38988715447,"STEPHEN QUALLS",STEPHEN.QUALLS@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-03,3.99,2005-05-28,2006-02-15
601,2005-05-28,2005,5,2,"QUILLS BULL","A Thoughtful Story of a Pioneer And a Woman who must Reach a Moose in Australia",2006,English,NULL,4,R,"28 MySQL Boulevard",Woodridge,87212,572068624538,"FREDERICK ISBELL",FREDERICK.ISBELL@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-04,7.99,2005-05-28,2006-02-15
602,2005-05-28,2005,5,2,"ENTRAPMENT SATISFACTION","A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat",2006,English,NULL,5,R,"47 MySakila Drive",Lethbridge,39414,864392582257,"SETH HANNON",SETH.HANNON@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-05,3.99,2005-05-28,2006-02-15
603,2005-05-28,2005,5,2,"RANGE MOONWALKER","A Insightful Documentary of a Hunter And a Dentist who must Confront a Crocodile in A Baloon",2006,English,NULL,3,PG,"47 MySakila Drive",Lethbridge,79814,484500282381,"CLINTON BUFORD",CLINTON.BUFORD@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-29,4.99,2005-05-28,2006-02-15
604,2005-05-28,2005,5,2,"GANDHI KWAI","A Thoughtful Display of a Mad Scientist And a Secret Agent who must Chase a Boat in Berlin",2006,English,NULL,7,PG-13,"28 MySQL Boulevard",Woodridge,70425,157133457169,"BRADLEY MOTLEY",BRADLEY.MOTLEY@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-03,0.99,2005-05-28,2006-02-15
605,2005-05-28,2005,5,2,"UNBREAKABLE KARATE","A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia",2006,English,NULL,3,G,"47 MySakila Drive",Lethbridge,16370,52709222667,"RUBEN GEARY",RUBEN.GEARY@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-01,1.99,2005-05-28,2006-02-15
606,2005-05-28,2005,5,2,"SCARFACE BANG","A Emotional Yarn of a Teacher And a Girl who must Find a Teacher in A Baloon Factory",2006,English,NULL,3,PG-13,"47 MySakila Drive",Lethbridge,52137,710603868323,"JAMES GANNON",JAMES.GANNON@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-04,8.99,2005-05-28,2006-02-15
607,2005-05-28,2005,5,2,"MASK PEACH","A Boring Character Study of a Student And a Robot who must Meet a Woman in California",2006,English,NULL,6,NC-17,"47 MySakila Drive",Lethbridge,12905,62127829280,"DWAYNE OLVERA",DWAYNE.OLVERA@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-30,2.99,2005-05-28,2006-02-15
608,2005-05-28,2005,5,2,"UNITED PILOT","A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert",2006,English,NULL,3,R,"47 MySakila Drive",Lethbridge,63667,898559280434,"RAMON CHOATE",RAMON.CHOATE@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-04,4.99,2005-05-28,2006-02-15
609,2005-05-28,2005,5,2,"OUTBREAK DIVINE","A Unbelieveable Yarn of a Database Administrator And a Woman who must Succumb a A Shark in A U-Boat",2006,English,NULL,6,NC-17,"28 MySQL Boulevard",Woodridge,95444,632316273199,"DANIELLE DANIELS",DANIELLE.DANIELS@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-05,2.99,2005-05-28,2006-02-15
610,2005-05-28,2005,5,2,"SIEGE MADRE","A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft",2006,English,NULL,7,R,"47 MySakila Drive",Lethbridge,69504,793996678771,"REGINALD KINDER",REGINALD.KINDER@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-02,0.99,2005-05-28,2006-02-15
611,2005-05-28,2005,5,2,"EFFECT GLADIATOR","A Beautiful Display of a Pastry Chef And a Pastry Chef who must Outgun a Forensic Psychologist in A Manhattan Penthouse",2006,English,NULL,6,PG,"47 MySakila Drive",Lethbridge,96115,165164761435,"ROSS GREY",ROSS.GREY@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-31,0.99,2005-05-28,2006-02-15
612,2005-05-28,2005,5,2,"ISLAND EXORCIST","A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House",2006,English,NULL,7,NC-17,"47 MySakila Drive",Lethbridge,44660,177167004331,"GERALDINE PERKINS",GERALDINE.PERKINS@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-30,2.99,2005-05-28,2006-02-15
613,2005-05-28,2005,5,2,"BEAST HUNCHBACK","A Awe-Inspiring Epistle of a Student And a Squirrel who must Defeat a Boy in Ancient China",2006,English,NULL,3,R,"47 MySakila Drive",Lethbridge,36603,935952366111,"TERRENCE GUNDERSON",TERRENCE.GUNDERSON@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-02,6.99,2005-05-28,2006-02-15
614,2005-05-28,2005,5,2,"BEDAZZLED MARRIED","A Astounding Character Study of a Madman And a Robot who must Meet a Mad Scientist in An Abandoned Fun House",2006,English,NULL,6,PG,"47 MySakila Drive",Lethbridge,80184,573441801529,"JOSEPH JOY",JOSEPH.JOY@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-04,1.99,2005-05-28,2006-02-15
615,2005-05-28,2005,5,2,"ROSES TREASURE","A Astounding Panorama of a Monkey And a Secret Agent who must Defeat a Woman in The First Manned Space Station",2006,English,NULL,5,PG-13,"28 MySQL Boulevard",Woodridge,22813,383353187467,"JESSIE MILAM",JESSIE.MILAM@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-03,5.99,2005-05-28,2006-02-15
616,2005-05-28,2005,5,2,"DEER VIRGINIAN","A Thoughtful Story of a Mad Cow And a Womanizer who must Overcome a Mad Scientist in Soviet Georgia",2006,English,NULL,7,NC-17,"28 MySQL Boulevard",Woodridge,9668,248446668735,"DEAN SAUER",DEAN.SAUER@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,2.99,2005-05-28,2006-02-15
617,2005-05-28,2005,5,2,"TOWN ARK","A Awe-Inspiring Documentary of a Moose And a Madman who must Meet a Dog in An Abandoned Mine Shaft",2006,English,NULL,6,R,"47 MySakila Drive",Lethbridge,72771,440365973660,"STEVE MACKENZIE",STEVE.MACKENZIE@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-31,2.99,2005-05-28,2006-02-15
618,2005-05-28,2005,5,2,"WHISPERER GIANT","A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan",2006,English,NULL,4,PG-13,"47 MySakila Drive",Lethbridge,57338,435785045362,"CAROLINE BOWMAN",CAROLINE.BOWMAN@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-01,4.99,2005-05-28,2006-02-15
619,2005-05-28,2005,5,2,"MADISON TRAP","A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat",2006,English,NULL,4,R,"28 MySQL Boulevard",Woodridge,9827,328494873422,"DALE RATCLIFF",DALE.RATCLIFF@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-06,7.99,2005-05-28,2006-02-15
