ID_ALQUILER;DIA_ALQUILER;A��O_R;MES_RENTA;CUATRI_RENTA;TITULO_PELICULA;DESCRIPCION;A�;LENGUAJE;LENGUAJE_ORIGINAL;TIEMPO_RENTA;CLASIFICACION;DIRECCION;CITY;CODIGO_POSTAL;TELEFONO;NOMBRE_APELLIDO_CLIENTE;EMAIL_CLIENTE;NOMBRE Y APELLIDO PERSONAL;EMAIL_PERSONAL;USERNAME;DIA_DEVOLUCION;MONTO;FECHA_PAGO;ULTIMA ACTUALIZACION;;;;
420;27/5/2005;2005;5;2;CHANCE RESURRECTION;A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China;2006;English;NULL;3;R;47 MySakila Drive;Lethbridge;49021;2,75596E+11;PHYLLIS FOSTER;PHYLLIS.FOSTER@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;3/6/2005;6.99;27/5/2005;15/2/2006;;DELORES HANSEN;4;4
421;27/5/2005;2005;5;2;PANKY SUBMARINE;A Touching Documentary of a Dentist And a Sumo Wrestler who must Overcome a Boy in The Gulf of Mexico;2006;English;NULL;4;G;28 MySQL Boulevard;Woodridge;6461;7,41071E+11;MARIAN MENDOZA;MARIAN.MENDOZA@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;4/6/2005;8.99;27/5/2005;15/2/2006;;DEREK BLAKELY;1;1
422;27/5/2005;2005;5;2;DRIVER ANNIE;A Lacklusture Character Study of a Butler And a Car who must Redeem a Boat in An Abandoned Fun House;2006;English;NULL;4;PG-13;28 MySQL Boulevard;Woodridge;95444;6,32316E+11;DANIELLE DANIELS;DANIELLE.DANIELS@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;1/6/2005;3.99;27/5/2005;15/2/2006;;DERRICK BOURQUE;1;1
423;27/5/2005;2005;5;2;GUN BONNIE;A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico;2006;English;NULL;7;G;28 MySQL Boulevard;Woodridge;75860;1,95004E+11;SONIA GREGORY;SONIA.GREGORY@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;2/6/2005;0.99;27/5/2005;15/2/2006;;DIANE COLLINS;2;2
424;27/5/2005;2005;5;2;NECKLACE OUTBREAK;A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California;2006;English;NULL;3;PG;28 MySQL Boulevard;Woodridge;34021;4,40512E+11;VIRGINIA GREEN;VIRGINIA.GREEN@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;5/6/2005;6.99;27/5/2005;15/2/2006;;DONALD MAHON;1;1
425;27/5/2005;2005;5;2;FORWARD TEMPLE;A Astounding Display of a Forensic Psychologist And a Mad Scientist who must Challenge a Girl in New Orleans;2006;English;NULL;6;NC-17;28 MySQL Boulevard;Woodridge;8862;6,62227E+11;RENEE LANE;RENEE.LANE@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;3/6/2005;3.99;27/5/2005;15/2/2006;;DONNA THOMPSON;2;2
426;27/5/2005;2005;5;2;DOUBLE WRATH;A Thoughtful Yarn of a Womanizer And a Dog who must Challenge a Madman in The Gulf of Mexico;2006;English;NULL;4;R;47 MySakila Drive;Lethbridge;81651;2,36679E+11;ARNOLD HAVENS;ARNOLD.HAVENS@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;5/6/2005;5.99;27/5/2005;15/2/2006;;DORA MEDINA;4;4
427;27/5/2005;2005;5;2;GOLDFINGER SENSIBILITY;A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans;2006;English;NULL;3;G;47 MySakila Drive;Lethbridge;33768;9,57129E+11;BOBBIE CRAIG;BOBBIE.CRAIG@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;5/6/2005;6.99;27/5/2005;15/2/2006;;DUSTIN GILLETTE;1;1
428;27/5/2005;2005;5;2;ROBBERS JOON;A Thoughtful Story of a Mad Scientist And a Waitress who must Confront a Forensic Psychologist in Soviet Georgia;2006;English;NULL;7;PG-13;28 MySQL Boulevard;Woodridge;44660;1,77167E+11;GERALDINE PERKINS;GERALDINE.PERKINS@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;31/5/2005;2.99;27/5/2005;15/2/2006;;DWAYNE OLVERA;1;1
429;27/5/2005;2005;5;2;ANGELS LIFE;A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin;2006;English;NULL;3;G;28 MySQL Boulevard;Woodridge;50592;1,44207E+11;GENE SANBORN;GENE.SANBORN@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;5/6/2005;8.99;27/5/2005;15/2/2006;;EDDIE TOMLIN;1;1
430;27/5/2005;2005;5;2;HILLS NEIGHBORS;A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat;2006;English;NULL;5;G;47 MySakila Drive;Lethbridge;49348;3,52469E+11;YOLANDA WEAVER;YOLANDA.WEAVER@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;5/6/2005;4.99;27/5/2005;15/2/2006;;EDGAR RHOADS;1;1
431;27/5/2005;2005;5;2;WONDERFUL DROP;A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat;2006;English;NULL;3;NC-17;47 MySakila Drive;Lethbridge;49812;8,34627E+11;RAYMOND MCWHORTER;RAYMOND.MCWHORTER@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;5/6/2005;8.99;27/5/2005;15/2/2006;;EDITH MCDONALD;1;1
432;27/5/2005;2005;5;2;DOZEN LION;A Taut Drama of a Cat And a Girl who must Defeat a Frisbee in The Canadian Rockies;2006;English;NULL;6;NC-17;28 MySQL Boulevard;Woodridge;23616;2,62077E+11;CATHERINE CAMPBELL;CATHERINE.CAMPBELL@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;29/5/2005;4.99;27/5/2005;15/2/2006;;EDNA WEST;3;3
433;27/5/2005;2005;5;2;VOYAGE LEGALLY;A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft;2006;English;NULL;6;PG-13;28 MySQL Boulevard;Woodridge;33384;3,15528E+11;JULIAN VEST;JULIAN.VEST@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;30/5/2005;0.99;27/5/2005;15/2/2006;;EDUARDO HIATT;2;2
434;27/5/2005;2005;5;2;ROCKETEER MOTHER;A Awe-Inspiring Character Study of a Robot And a Sumo Wrestler who must Discover a Womanizer in A Shark Tank;2006;English;NULL;3;PG-13;47 MySakila Drive;Lethbridge;6461;7,41071E+11;MARIAN MENDOZA;MARIAN.MENDOZA@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;4/6/2005;5.99;27/5/2005;15/2/2006;;EDWARD BAUGH;1;1
435;27/5/2005;2005;5;2;RINGS HEARTBREAKERS;A Amazing Yarn of a Sumo Wrestler And a Boat who must Conquer a Waitress in New Orleans;2006;English;NULL;5;G;47 MySakila Drive;Lethbridge;83579;4,48477E+11;LINDA WILLIAMS;LINDA.WILLIAMS@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;2/6/2005;1.99;27/5/2005;15/2/2006;;EDWIN BURK;1;1
436;27/5/2005;2005;5;2;VIDEOTAPE ARSENIC;A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia;2006;English;NULL;4;NC-17;47 MySakila Drive;Lethbridge;53928;1,9246E+11;MARGIE WADE;MARGIE.WADE@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;30/5/2005;4.99;27/5/2005;15/2/2006;;ELAINE STEVENS;2;2
437;27/5/2005;2005;5;2;HALF OUTFIELD;A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat;2006;English;NULL;6;PG-13;47 MySakila Drive;Lethbridge;95775;1,82059E+11;ADRIAN CLARY;ADRIAN.CLARY@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;5/6/2005;5.99;27/5/2005;15/2/2006;;ELIZABETH BROWN;1;1
438;27/5/2005;2005;5;2;UNTOUCHABLES SUNRISE;A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House;2006;English;NULL;5;NC-17;28 MySQL Boulevard;Woodridge;38140;56257502250;DORA MEDINA;DORA.MEDINA@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;5/6/2005;6.99;27/5/2005;15/2/2006;;ELLA OLIVER;1;1
439;27/5/2005;2005;5;2;BLACKOUT PRIVATE;A Intrepid Yarn of a Pastry Chef And a Mad Scientist who must Challenge a Secret Agent in Ancient Japan;2006;English;NULL;7;PG;28 MySQL Boulevard;Woodridge;73170;6,74806E+11;RONALD WEINER;RONALD.WEINER@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;2/6/2005;2.99;27/5/2005;15/2/2006;;ELMER NOE;1;1
440;27/5/2005;2005;5;2;WIFE TURN;A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan;2006;English;NULL;3;NC-17;47 MySakila Drive;Lethbridge;59255;7,04948E+11;GEORGE LINTON;GEORGE.LINTON@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;29/5/2005;4.99;27/5/2005;15/2/2006;;ELSIE KELLEY;2;2
441;27/5/2005;2005;5;2;GALAXY SWEETHEARTS;A Emotional Reflection of a Womanizer And a Pioneer who must Face a Squirrel in Berlin;2006;English;NULL;4;R;28 MySQL Boulevard;Woodridge;48980;9,20811E+11;TERESA ROGERS;TERESA.ROGERS@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;30/5/2005;4.99;27/5/2005;15/2/2006;;ENRIQUE FORSYTHE;2;2
442;27/5/2005;2005;5;2;FISH OPUS;A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia;2006;English;NULL;4;R;28 MySQL Boulevard;Woodridge;79940;2,06169E+11;MIKE WAY;MIKE.WAY@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;30/5/2005;2.99;27/5/2005;15/2/2006;;ERIC ROBERT;1;1
443;27/5/2005;2005;5;2;HUNCHBACK IMPOSSIBLE;A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan;2006;English;NULL;4;PG-13;28 MySQL Boulevard;Woodridge;19151;1,35408E+11;KURT EMMONS;KURT.EMMONS@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;4/6/2005;8.99;27/5/2005;15/2/2006;;ERIK GUILLEN;1;1
444;27/5/2005;2005;5;2;CLONES PINOCCHIO;A Amazing Drama of a Car And a Robot who must Pursue a Dentist in New Orleans;2006;English;NULL;6;R;28 MySQL Boulevard;Woodridge;22236;63937119031;MINNIE ROMERO;MINNIE.ROMERO@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;1/6/2005;2.99;27/5/2005;15/2/2006;;EUGENE CULPEPPER;1;1
445;27/5/2005;2005;5;2;GRIT CLOCKWORK;A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank;2006;English;NULL;3;PG;47 MySakila Drive;Lethbridge;61391;96604821070;MAE FLETCHER;MAE.FLETCHER@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;30/5/2005;0.99;27/5/2005;15/2/2006;;FELIX GAFFNEY;2;2
446;27/5/2005;2005;5;2;HOME PITY;A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention;2006;English;NULL;7;R;28 MySQL Boulevard;Woodridge;13496;7,94553E+11;TONY CARRANZA;TONY.CARRANZA@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;3/6/2005;4.99;27/5/2005;15/2/2006;;FERNANDO CHURCHILL;2;2
447;27/5/2005;2005;5;2;STORY SIDE;A Lacklusture Saga of a Boy And a Cat who must Sink a Dentist in An Abandoned Mine Shaft;2006;English;NULL;7;R;47 MySakila Drive;Lethbridge;83401;3,21944E+11;PAULINE HENRY;PAULINE.HENRY@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;5/6/2005;2.99;27/5/2005;15/2/2006;;FLORENCE WOODS;1;1
448;27/5/2005;2005;5;2;MOCKINGBIRD HOLLYWOOD;A Thoughtful Panorama of a Man And a Car who must Sink a Composer in Berlin;2006;English;NULL;4;PG;28 MySQL Boulevard;Woodridge;75933;2,66798E+11;STELLA MORENO;STELLA.MORENO@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;3/6/2005;3.99;27/5/2005;15/2/2006;;FRANKLIN TROUTMAN;1;1
449;27/5/2005;2005;5;2;LUCKY FLYING;A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat;2006;English;NULL;7;PG-13;47 MySakila Drive;Lethbridge;47753;7,34781E+11;BERNICE WILLIS;BERNICE.WILLIS@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;4/6/2005;3.99;27/5/2005;15/2/2006;;FRED WHEAT;3;3
450;27/5/2005;2005;5;2;EXPRESS LONELY;A Boring Drama of a Astronaut And a Boat who must Face a Boat in California;2006;English;NULL;5;R;47 MySakila Drive;Lethbridge;75933;2,66798E+11;STELLA MORENO;STELLA.MORENO@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;5/6/2005;6.99;27/5/2005;15/2/2006;;FREDDIE DUGGAN;1;1
451;27/5/2005;2005;5;2;ATTRACTION NEWTON;A Astounding Panorama of a Composer And a Frisbee who must Reach a Husband in Ancient Japan;2006;English;NULL;5;PG-13;28 MySQL Boulevard;Woodridge;29932;1,98123E+11;WANDA PATTERSON;WANDA.PATTERSON@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;29/5/2005;4.99;27/5/2005;15/2/2006;;FREDERICK ISBELL;3;3
452;27/5/2005;2005;5;2;PAPI NECKLACE;A Fanciful Display of a Car And a Monkey who must Escape a Squirrel in Ancient Japan;2006;English;NULL;3;PG;28 MySQL Boulevard;Woodridge;8439;2,37426E+11;ELAINE STEVENS;ELAINE.STEVENS@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;30/5/2005;0.99;27/5/2005;15/2/2006;;GABRIEL HARDER;1;1
453;27/5/2005;2005;5;2;WEEKEND PERSONAL;A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat;2006;English;NULL;5;R;28 MySQL Boulevard;Woodridge;40899;80593242951;ERIK GUILLEN;ERIK.GUILLEN@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;29/5/2005;2.99;27/5/2005;15/2/2006;;GENE SANBORN;1;1
454;27/5/2005;2005;5;2;SCALAWAG DUCK;A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery;2006;English;NULL;6;NC-17;47 MySakila Drive;Lethbridge;89422;14465669789;ISAAC OGLESBY;ISAAC.OGLESBY@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;30/5/2005;4.99;27/5/2005;15/2/2006;;GEORGIA JACOBS;1;1
455;27/5/2005;2005;5;2;ROBBERS JOON;A Thoughtful Story of a Mad Scientist And a Waitress who must Confront a Forensic Psychologist in Soviet Georgia;2006;English;NULL;7;PG-13;47 MySakila Drive;Lethbridge;36170;8,95617E+11;DOUGLAS GRAF;DOUGLAS.GRAF@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;4/6/2005;3.99;27/5/2005;15/2/2006;;GERALDINE PERKINS;3;3
456;27/5/2005;2005;5;2;GORGEOUS BINGO;A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory;2006;English;NULL;4;R;47 MySakila Drive;Lethbridge;17119;1,32987E+11;TINA SIMMONS;TINA.SIMMONS@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;2/6/2005;4.99;27/5/2005;15/2/2006;;GERTRUDE CASTILLO;1;1
457;27/5/2005;2005;5;2;LEGEND JEDI;A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback;2006;English;NULL;7;PG;28 MySQL Boulevard;Woodridge;56883;51917807050;JOHN FARNSWORTH;JOHN.FARNSWORTH@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;2/6/2005;0.99;27/5/2005;15/2/2006;;GLADYS HAMILTON;1;1
458;27/5/2005;2005;5;2;ROBBERY BRIGHT;A Taut Reflection of a Robot And a Squirrel who must Fight a Boat in Ancient Japan;2006;English;NULL;4;R;47 MySakila Drive;Lethbridge;32515;8,63081E+11;JAIME NETTLES;JAIME.NETTLES@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;6/6/2005;6.99;27/5/2005;15/2/2006;;GLEN TALBERT;1;1
459;27/5/2005;2005;5;2;CELEBRITY HORN;A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank;2006;English;NULL;7;PG-13;28 MySQL Boulevard;Woodridge;33599;1,95338E+11;TIM CARY;TIM.CARY@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;29/5/2005;0.99;27/5/2005;15/2/2006;;GLENDA FRAZIER;2;2
460;27/5/2005;2005;5;2;UNCUT SUICIDES;A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat;2006;English;NULL;7;PG-13;28 MySQL Boulevard;Woodridge;1921;1,37773E+11;MARLENE WELCH;MARLENE.WELCH@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;28/5/2005;2.99;27/5/2005;15/2/2006;;GLORIA COOK;3;3
461;27/5/2005;2005;5;2;IDOLS SNATCHERS;A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery;2006;English;NULL;5;NC-17;28 MySQL Boulevard;Woodridge;52671;7,829E+11;CLIFFORD BOWENS;CLIFFORD.BOWENS@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;1/6/2005;2.99;27/5/2005;15/2/2006;;GORDON ALLARD;1;1
462;27/5/2005;2005;5;2;KNOCK WARLOCK;A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon;2006;English;NULL;4;PG-13;28 MySQL Boulevard;Woodridge;77449;1,5125E+11;BENJAMIN VARNEY;BENJAMIN.VARNEY@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;3/6/2005;5.99;27/5/2005;15/2/2006;;GRACE ELLIS;2;2
463;27/5/2005;2005;5;2;CONTACT ANONYMOUS;A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India;2006;English;NULL;7;PG-13;47 MySakila Drive;Lethbridge;34418;8,92776E+11;MICHELLE CLARK;MICHELLE.CLARK@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;4/6/2005;3.99;27/5/2005;15/2/2006;;GREG ROBINS;3;3
464;27/5/2005;2005;5;2;EVERYONE CRAFT;A Fateful Display of a Waitress And a Dentist who must Reach a Butler in Nigeria;2006;English;NULL;4;PG;47 MySakila Drive;Lethbridge;10428;9,4083E+11;KATIE ELLIOTT;KATIE.ELLIOTT@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;30/5/2005;0.99;27/5/2005;15/2/2006;;HARRY ARCE;2;2
465;27/5/2005;2005;5;2;AFFAIR PREJUDICE;A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank;2006;English;NULL;5;G;28 MySQL Boulevard;Woodridge;30065;2,65153E+11;DEANNA BYRD;DEANNA.BYRD@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;2/6/2005;3.99;27/5/2005;15/2/2006;;HEATHER MORRIS;4;4
466;27/5/2005;2005;5;2;GUNFIGHT MOON;A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert;2006;English;NULL;5;NC-17;47 MySakila Drive;Lethbridge;48570;2,40776E+11;LEROY BUSTAMANTE;LEROY.BUSTAMANTE@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;29/5/2005;0.99;27/5/2005;15/2/2006;;HEIDI LARSON;1;1
467;27/5/2005;2005;5;2;BIRD INDEPENDENCE;A Thrilling Documentary of a Car And a Student who must Sink a Hunter in The Canadian Rockies;2006;English;NULL;6;G;28 MySQL Boulevard;Woodridge;47498;1,07093E+11;FELIX GAFFNEY;FELIX.GAFFNEY@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;1/6/2005;4.99;27/5/2005;15/2/2006;;HILDA HOPKINS;1;1
468;27/5/2005;2005;5;2;MISSION ZOOLANDER;A Intrepid Story of a Sumo Wrestler And a Teacher who must Meet a A Shark in An Abandoned Fun House;2006;English;NULL;3;PG-13;47 MySakila Drive;Lethbridge;77459;1,96568E+11;PEGGY MYERS;PEGGY.MYERS@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;4/6/2005;9.99;27/5/2005;15/2/2006;;HOLLY FOX;1;1
469;27/5/2005;2005;5;2;WILLOW TRACY;A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse;2006;English;NULL;6;R;28 MySQL Boulevard;Woodridge;76990;4,99409E+11;MICHELE GRANT;MICHELE.GRANT@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;5/6/2005;5.99;27/5/2005;15/2/2006;;HUGH WALDROP;1;1
470;27/5/2005;2005;5;2;GATHERING CALENDAR;A Intrepid Tale of a Pioneer And a Moose who must Conquer a Frisbee in A MySQL Convention;2006;English;NULL;4;PG-13;28 MySQL Boulevard;Woodridge;37469;1,11177E+11;NATHANIEL ADAM;NATHANIEL.ADAM@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;4/6/2005;4.99;27/5/2005;15/2/2006;;IAN STILL;1;1
471;27/5/2005;2005;5;2;NOTORIOUS REUNION;A Amazing Epistle of a Woman And a Squirrel who must Fight a Hunter in A Baloon;2006;English;NULL;7;NC-17;28 MySQL Boulevard;Woodridge;4855;95666951770;TONYA CHAPMAN;TONYA.CHAPMAN@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;31/5/2005;0.99;27/5/2005;15/2/2006;;IDA ANDREWS;1;1
472;27/5/2005;2005;5;2;EXPENDABLE STALLION;A Amazing Character Study of a Mad Cow And a Squirrel who must Discover a Hunter in A U-Boat;2006;English;NULL;3;PG;47 MySakila Drive;Lethbridge;35202;1,05882E+11;CLAUDE HERZOG;CLAUDE.HERZOG@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;29/5/2005;0.99;27/5/2005;15/2/2006;;IRENE PRICE;1;1
473;27/5/2005;2005;5;2;CONFIDENTIAL INTERVIEW;A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan;2006;English;NULL;6;NC-17;28 MySQL Boulevard;Woodridge;76383;9,63887E+11;DAWN SULLIVAN;DAWN.SULLIVAN@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;5/6/2005;7.99;27/5/2005;15/2/2006;;ISAAC OGLESBY;2;2
474;27/5/2005;2005;5;2;FLATLINERS KILLER;A Taut Display of a Secret Agent And a Waitress who must Sink a Robot in An Abandoned Mine Shaft;2006;English;NULL;5;G;28 MySQL Boulevard;Woodridge;85548;9,59949E+11;NAOMI JENNINGS;NAOMI.JENNINGS@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;31/5/2005;2.99;27/5/2005;15/2/2006;;JACKIE LYNCH;1;1
475;27/5/2005;2005;5;2;MALKOVICH PET;A Intrepid Reflection of a Waitress And a A Shark who must Kill a Squirrel in The Outback;2006;English;NULL;6;G;47 MySakila Drive;Lethbridge;81037;9,3106E+11;JILL HAWKINS;JILL.HAWKINS@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;28/5/2005;2.99;27/5/2005;15/2/2006;;JACQUELINE LONG;1;1
476;27/5/2005;2005;5;2;LOVE SUICIDES;A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House;2006;English;NULL;6;R;47 MySakila Drive;Lethbridge;25866;7,8627E+11;LANCE PEMBERTON;LANCE.PEMBERTON@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;3/6/2005;1.99;27/5/2005;15/2/2006;;JAMES GANNON;1;1
477;27/5/2005;2005;5;2;LOSE INCH;A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station;2006;English;NULL;3;R;28 MySQL Boulevard;Woodridge;44660;1,77167E+11;GERALDINE PERKINS;GERALDINE.PERKINS@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;2/6/2005;3.99;27/5/2005;15/2/2006;;JAMIE RICE;1;1
478;27/5/2005;2005;5;2;BRANNIGAN SUNRISE;A Amazing Epistle of a Moose And a Crocodile who must Outrace a Dog in Berlin;2006;English;NULL;4;PG;28 MySQL Boulevard;Woodridge;47498;1,07093E+11;FELIX GAFFNEY;FELIX.GAFFNEY@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;31/5/2005;4.99;27/5/2005;15/2/2006;;JAMIE WAUGH;2;2
479;27/5/2005;2005;5;2;ICE CROSSING;A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse;2006;English;NULL;5;R;47 MySakila Drive;Lethbridge;42420;5,41328E+11;GEORGIA JACOBS;GEORGIA.JACOBS@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;5/6/2005;6.99;27/5/2005;15/2/2006;;JANE BENNETT;2;2
480;27/5/2005;2005;5;2;INDEPENDENCE HOTEL;A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery;2006;English;NULL;5;NC-17;28 MySQL Boulevard;Woodridge;94420;7,06879E+11;CHARLENE ALVAREZ;CHARLENE.ALVAREZ@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;4/6/2005;3.99;27/5/2005;15/2/2006;;JANET PHILLIPS;1;1
481;27/5/2005;2005;5;2;ALIEN CENTER;A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention;2006;English;NULL;5;NC-17;47 MySakila Drive;Lethbridge;73942;4,1155E+11;MICHEAL FORMAN;MICHEAL.FORMAN@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;30/5/2005;2.99;27/5/2005;15/2/2006;;JARED ELY;1;1
482;27/5/2005;2005;5;2;TRAP GUYS;A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert;2006;English;NULL;3;G;28 MySQL Boulevard;Woodridge;5753;3,57593E+11;KELLY KNOTT;KELLY.KNOTT@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;1/6/2005;6.99;27/5/2005;15/2/2006;;JASON MORRISSEY;1;1
